,row,command,args,end
0,2,OL_LEFT,[],1
1,2,OL_TITLE,['この話のあらすじ'],1
2,2,outline,['ついにネデウと'],0
3,2,ruby,"['決着', 'けっちゃく']",1
4,2,outline,['をつける'],0
5,2,ruby,"['一行', 'いっこう']",1
6,2,outline,['。\\nわだかまりの'],0
7,2,ruby,"['残', 'のこ']",1
8,2,outline,['るネデウに、アスラムが\\n'],0
9,2,ruby,"['自分', 'じぶん']",1
10,2,outline,['はアローラスであると'],0
11,2,ruby,"['告白', 'こくはく']",1
12,2,outline,['する。\\nアローラスのネデウへの'],0
13,2,ruby,"['思', 'おも']",1
14,2,outline,['いを'],0
15,2,ruby,"['聞', 'き']",1
16,2,outline,['き、\\nついにネデウは'],0
17,2,ruby,"['矛', 'ほこ']",1
18,2,outline,['を'],0
19,2,ruby,"['収', 'おさ']",1
20,2,outline,['めるのだった。'],1
21,4,BLACK_OUT_DEF_STOP,[],1
22,5,set_BG,['sty_bg_0140_100'],1
23,6,window_type,['NORMAL'],1
24,7,play_sound,['BGM_IN_STORY_0010_05'],1
25,8,BLACK_IN_DEF,[],1
26,12,CHARA_SET,"['M', 'M', 'C', 'm00109', '11']",1
27,13,window_fadein,"['0', 'true']",1
28,14,set_BG_effect,['EFF_013'],1
29,15,set_BG_effect_trigger,['9'],1
30,16,play_sound,['VO_CHR_MAINSTORY_22_10_0001'],1
31,17,print,"['cn0101', 'はああああああっ！', 'VO_CHR_MAINSTORY_22_10_0001']",1
32,18,NO_EFFECT,[],1
33,19,WFOUT_DEF,[],1
34,20,CHARA_ATTACK_SWD,['m00109'],1
35,21,wait,['0.5'],1
36,22,CHARA_FADEOUT_DEF,['m00109'],1
37,26,CHARA_SET,"['M', 'M', 'C', 'm03901', '6']",1
38,27,CHARA_BEAT_SWD_BEFORE_IN,['m03901'],1
39,28,play_sound,['VO_CHR_MAINSTORY_22_10_0002'],1
40,29,print,"['cn0139', 'ぐう……っ！', 'VO_CHR_MAINSTORY_22_10_0002']",1
41,30,CHARA_FADEOUT_DEF,['m03901'],1
42,34,stop_bgm,['2.0'],1
43,35,CHARA_SET,"['M', 'Q', 'C', 'm00109', '11']",1
44,36,print,"['cn0101', '…………。']",1
45,37,CHARA_FADEOUT_DEF,['m00109'],1
46,39,CHARA_SET,"['M', 'M', 'C', 'm03901', '6']",1
47,40,c_bound2_b_slow,['m03901'],1
48,41,play_sound,['VO_CHR_MAINSTORY_22_10_0003'],1
49,42,print,"['cn0139', 'はあ……はあ……\\n……どうした。もう']",0
50,42,ruby,"['終', 'お']",1
51,42,print,"['cn0139', 'わりか？', 'VO_CHR_MAINSTORY_22_10_0003']",1
52,43,CHARA_FADEOUT_DEF,['m03901'],1
53,45,play_sound,['BGM_IN_STORY_0009_01'],1
54,46,CHARA_SET,"['M', 'M', 'C', 'm00109', '4']",1
55,47,c_bound_b_slow,['m00109'],1
56,48,play_sound,['VO_CHR_MAINSTORY_22_10_0004'],1
57,49,print,"['cn0101', 'ああ。もう']",0
58,49,ruby,"['終', 'お']",1
59,49,print,"['cn0101', 'わりにしよう、ネデウ。\\nこれ']",0
60,49,ruby,"['以上', 'いじょう']",1
61,49,print,"['cn0101', '、']",0
62,49,ruby,"['争', 'あらそ']",1
63,49,print,"['cn0101', 'っても']",0
64,49,ruby,"['意味', 'いみ']",1
65,49,print,"['cn0101', 'がないよ。', 'VO_CHR_MAINSTORY_22_10_0004']",1
66,50,CHARA_FADEOUT_DEF,['m00109'],1
67,52,CHARA_SET,"['M', 'M', 'C', 'm03901', '7']",1
