,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['シェスからの'],0
3,5,ruby,"['報', 'しら']",1
4,5,outline,['せで{player_name}、\\nヴァルクス'],0
5,5,ruby,"['敗北', 'はいぼく']",1
6,5,outline,['を'],0
7,5,ruby,"['知', 'し']",1
8,5,outline,['り、さらにある'],0
9,5,ruby,"['人物', 'じんぶつ']",1
10,5,outline,['から\\n'],0
11,5,ruby,"['届', 'とど']",1
12,5,outline,['いた'],0
13,5,ruby,"['便', 'たよ']",1
14,5,outline,['りを'],0
15,5,ruby,"['読', 'よ']",1
16,5,outline,['んだレオニード。「'],0
17,5,ruby,"['真実', 'しんじつ']",1
18,5,outline,['」を\\n'],0
19,5,ruby,"['知', 'し']",1
20,5,outline,['る'],0
21,5,ruby,"['王家', 'おうけ']",1
22,5,outline,['の'],0
23,5,ruby,"['長兄', 'ちょうけい']",1
24,5,outline,['は、'],0
25,5,ruby,"['王子', 'おうじ']",1
26,5,outline,['とアルベリアを\\n'],0
27,5,ruby,"['救', 'すく']",1
28,5,outline,['うべく、'],0
29,5,ruby,"['旅立', 'たびだ']",1
30,5,outline,['ちを'],0
31,5,ruby,"['決意', 'けつい']",1
32,5,outline,['した。'],1
33,9,BLACK_OUT_DEF_STOP,[],1
34,10,SET_BG,['sty_bg_0043_100'],1
35,11,window_type,['NORMAL'],1
36,12,play_sound,['BGM_IN_STORY_0009_03'],1
37,13,BLACK_SCREEN,[],1
38,14,BLACK_IN_DEF,[],1
39,20,telop,"['絢爛都市シャンゼリア', '玉座の間', '\u3000けんらんとし\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000', 'ぎょくざ\u3000\u3000 ま ']",1
40,21,SCREEN_COLOR_DEF,[],1
41,23,CHARA_SET,"['M', 'M', 'C', 'c0115', '4']",1
42,24,window_fadein,"['0', 'true']",1
43,25,play_sound,['VO_CHR_100015_STORY_0007'],1
44,26,print,"['cn0115', '{player_name}に']",0
45,26,ruby,"['加', 'くわ']",1
46,26,print,"['cn0115', 'えて、\\nヴァルクスまでもが……。\\n']",0
47,26,ruby,"['信', 'しん']",1
48,26,print,"['cn0115', 'じがたい']",0
49,26,ruby,"['話', 'はなし']",1
50,26,print,"['cn0115', 'ですわ――。']",1
