,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['五竜', 'ごりゅう']",1
3,5,outline,['は'],0
4,5,ruby,"['原初', 'げんしょ']",1
5,5,outline,['の'],0
6,5,ruby,"['力', 'ちから']",1
7,5,outline,['を'],0
8,5,ruby,"['取', 'と']",1
9,5,outline,['り'],0
10,5,ruby,"['戻', 'もど']",1
11,5,outline,['したが、それでは\\nゼノスに'],0
12,5,ruby,"['対抗', 'たいこう']",1
13,5,outline,['できないことが'],0
14,5,ruby,"['判明', 'はんめい']",1
15,5,outline,['する。\\n'],0
16,5,ruby,"['悩', 'なや']",1
17,5,outline,['む'],0
18,5,ruby,"['一行', 'いっこう']",1
19,5,outline,['にイリアが'],0
20,5,ruby,"['告', 'つ']",1
21,5,outline,['げる。ゼノスに\\n'],0
22,5,ruby,"['打', 'う']",1
23,5,outline,['ち'],0
24,5,ruby,"['勝', 'か']",1
25,5,outline,['つため、'],0
26,5,ruby,"['巫女', 'みこ']",1
27,5,outline,['の'],0
28,5,ruby,"['力', 'ちから']",1
29,5,outline,['を'],0
30,5,ruby,"['結集', 'けっしゅう']",1
31,5,outline,['して\\n『'],0
32,5,ruby,"['自分', 'じぶん']",1
33,5,outline,['たちの'],0
34,5,ruby,"['世界', 'せかい']",1
35,5,outline,['を'],0
36,5,ruby,"['創造', 'そうぞう']",1
37,5,outline,['する』のだと。'],1
38,9,BLACK_OUT_DEF_STOP,[],1
39,10,set_BG,['sty_bg_0130_300'],1
40,11,window_type,['NORMAL'],1
41,12,play_sound,['BGM_IN_STORY_0010_02'],1
42,13,BLACK_IN_DEF,[],1
43,21,CHARA_SET,"['M', 'M', 'C', 'm00109', '4']",1
44,22,window_fadein,"['0', 'true']",1
45,23,play_sound,['VO_CHR_MAINSTORY_24_11_0001'],1
46,24,print,"['cn0101', 'ネデウの']",0
47,24,ruby,"['様子', 'ようす']",1
48,24,print,"['cn0101', 'はどうだい？', 'VO_CHR_MAINSTORY_24_11_0001']",1
49,25,CHARA_FADEOUT_DEF,['m00109'],1
50,27,if,['ja_jp'],1
51,28,CHARA_SET,"['M', 'M', 'C', 'm00901', '1']",1
52,29,c_bound_b_slow,['m00901'],1
53,30,else,[],1
54,31,CHARA_SET,"['M', 'M', 'C', 'm00901', '9']",1
55,32,endif,[],1
