,row,command,args,end
0,6,OL_LEFT,[],1
1,6,OL_TITLE,['この話のあらすじ'],1
2,6,outline,['ラキシの'],0
3,6,ruby,"['体', 'からだ']",1
4,6,outline,['にいながら、'],0
5,6,ruby,"['妖精', 'ようせい']",1
6,6,outline,['の'],0
7,6,ruby,"['秘術', 'ひじゅつ']",1
8,6,outline,['の'],0
9,6,ruby,"['力', 'ちから']",1
10,6,outline,['を\\n'],0
11,6,ruby,"['借', 'か']",1
12,6,outline,['り、'],0
13,6,ruby,"['自身', 'じしん']",1
14,6,outline,['の'],0
15,6,ruby,"['体', 'からだ']",1
16,6,outline,['を'],0
17,6,ruby,"['遠隔操作', 'えんかくそうさ']",1
18,6,outline,['するマスキュラが\\n'],0
19,6,ruby,"['戦闘人形', 'マリオーン']",1
20,6,outline,['を'],0
21,6,ruby,"['見事', 'みごと']",1
22,6,ruby,"['一掃', 'いっそう']",1
23,6,outline,['する。そこへ'],0
24,6,ruby,"['聖', 'せい']",1
25,6,outline,['なる'],0
26,6,ruby,"['樹', 'き']",1
27,6,outline,['を\\nジンローダたちが'],0
28,6,ruby,"['襲撃', 'しゅうげき']",1
29,6,outline,['したとの'],0
30,6,ruby,"['報', 'しら']",1
31,6,outline,['せが'],0
32,6,ruby,"['入', 'はい']",1
33,6,outline,['る。\\n'],0
34,6,ruby,"['王子', 'おうじ']",1
35,6,outline,['は、'],0
36,6,ruby,"['聖', 'せい']",1
37,6,outline,['なる'],0
38,6,ruby,"['樹', 'き']",1
39,6,outline,['へ'],0
40,6,ruby,"['向', 'む']",1
41,6,outline,['かう'],0
42,6,ruby,"['決意', 'けつい']",1
43,6,outline,['を'],0
44,6,ruby,"['固', 'かた']",1
45,6,outline,['める。'],1
46,11,BLACK_OUT_DEF_STOP,[],1
47,12,set_BG,['sty_bg_0077_300'],1
48,13,window_type,['NORMAL'],1
49,14,play_sound,['BGM_IN_STORY_0008_01'],1
50,15,BLACK_IN_DEF,[],1
51,22,CHARA_SET,"['M', 'M', 'C', 'c01019', '11']",1
52,23,window_fadein,"['0', 'true']",1
53,24,play_sound,['VO_CHR_MAINSTORY_19_11_0001'],1
54,25,print,"['cn0101', 'はああああ――！', 'VO_CHR_MAINSTORY_19_11_0001']",1
55,26,CHARA_ATTACK_SWD,['c01019'],1
56,27,wait,['0.5'],1
57,28,CHARA_FADEOUT_DEF,['c01019'],1
58,30,CHARA_SET,"['O', 'M', 'C', 'c1251', '1']",1
59,31,CHARA_BEAT_SWD_BEFORE_IN,['c1251'],1
60,32,wait,['0.15'],1
61,33,CHARA_BEAT_AFTER_0,['c1251'],1
62,37,CHARA_SET,"['M', 'M', 'C', 'c01097', '11']",1
63,38,play_sound,['VO_CHR_MAINSTORY_19_11_0002'],1
64,39,print,['cn010972'],0
65,39,ruby,"['兄', 'にい']",1
66,39,print,['さま、'],0
67,39,ruby,"['気', 'き']",1
68,39,print,['を'],0
69,39,ruby,"['付', 'つ']",1
70,39,print,['けてください……！\\nやはり'],0
71,39,ruby,"['兄', 'にい']",1
72,39,print,['さまだけを\\n'],0
73,39,ruby,"['狙', 'ねら']",1
74,39,print,['っての'],0
75,39,ruby,"['攻撃', 'こうげき']",1
76,39,print,"['のようです！', 'VO_CHR_MAINSTORY_19_11_0002']",1
77,40,CHARA_FADEOUT_DEF,['c01097'],1
