,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['辺境', 'へんきょう']",1
3,5,outline,['の'],0
4,5,ruby,"['教会', 'きょうかい']",1
5,5,outline,['に'],0
6,5,ruby,"['忍', 'しの']",1
7,5,outline,['び'],0
8,5,ruby,"['込', 'こ']",1
9,5,outline,['み、'],0
10,5,ruby,"['煉獄派', 'れんごくは']",1
11,5,outline,['の'],0
12,5,ruby,"['会談', 'かいだん']",1
13,5,outline,['を\\n'],0
14,5,ruby,"['密', 'ひそ']",1
15,5,outline,['かに'],0
16,5,ruby,"['聞', 'き']",1
17,5,outline,['くジュリエッタ。'],0
18,5,ruby,"['居場所', 'いばしょ']",1
19,5,outline,['を'],0
20,5,ruby,"['知', 'し']",1
21,5,outline,['られ\\n'],0
22,5,ruby,"['窮地', 'きゅうち']",1
23,5,outline,['に'],0
24,5,ruby,"['陥', 'おちい']",1
25,5,outline,['るも、トライツら'],0
26,5,ruby,"['仲間', 'なかま']",1
27,5,outline,['たちの'],0
28,5,ruby,"['助', 'たす']",1
29,5,outline,['けで\\nなんとか'],0
30,5,ruby,"['脱出', 'だっしゅつ']",1
31,5,outline,['して'],0
32,5,ruby,"['難', 'なん']",1
33,5,outline,['を'],0
34,5,ruby,"['逃', 'のが']",1
35,5,outline,['れる。'],0
36,5,ruby,"['一同', 'いちどう']",1
37,5,outline,['は\\nイリア'],0
38,5,ruby,"['教会', 'きょうかい']",1
39,5,ruby,"['内部', 'ないぶ']",1
40,5,outline,['の'],0
41,5,ruby,"['不穏', 'ふおん']",1
42,5,outline,['な'],0
43,5,ruby,"['動', 'うご']",1
44,5,outline,['きを'],0
45,5,ruby,"['再認識', 'さいにんしき']",1
46,5,outline,['する。'],1
47,28,BLACK_OUT_DEF_STOP,[],1
48,29,set_BG,['sty_bg_0075_300'],1
49,30,window_type,['NORMAL'],1
50,31,play_sound,['BGM_IN_STORY_0010_04'],1
51,32,BLACK_IN_DEF,[],1
52,38,CHARA_SET,"['M', 'M', 'L', 'c1266', '1']",1
53,39,CHARA_KAMITE_SE,"['M', 'M', 'R', 'c1266b', '1', 'SE_WALK_IN_GR_ARM']",1
54,40,wait,['1'],1
55,41,CHARA_FADEOUT2_DEF,"['c1266', 'c1266b']",1
56,46,kosokoso,"['M', 'Q', 'c0642', '1', '120', '-100']",1
