,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['白狼', 'はくろう']",1
3,5,outline,['のドラゴンを'],0
4,5,ruby,"['倒', 'たお']",1
5,5,outline,['した'],0
6,5,ruby,"['一行', 'いっこう']",1
7,5,outline,['の'],0
8,5,ruby,"['前', 'まえ']",1
9,5,outline,['にハールが\\n'],0
10,5,ruby,"['姿', 'すがた']",1
11,5,outline,['を'],0
12,5,ruby,"['現', 'あらわ']",1
13,5,outline,['す。'],0
14,5,ruby,"['傷', 'きず']",1
15,5,outline,['を'],0
16,5,ruby,"['負', 'お']",1
17,5,outline,['ったドラゴンが'],0
18,5,ruby,"['起', 'お']",1
19,5,outline,['き'],0
20,5,ruby,"['上', 'あ']",1
21,5,outline,['がり\\n'],0
22,5,ruby,"['操', 'あやつ']",1
23,5,outline,['られた'],0
24,5,ruby,"['魔獣', 'まじゅう']",1
25,5,outline,['とイリア'],0
26,5,ruby,"['教兵士', 'きょうへいし']",1
27,5,outline,['が'],0
28,5,ruby,"['迫', 'せま']",1
29,5,outline,['るなか、\\nハールは'],0
30,5,ruby,"['姿', 'すがた']",1
31,5,outline,['を'],0
32,5,ruby,"['消', 'け']",1
33,5,outline,['す。'],0
34,5,ruby,"['一行', 'いっこう']",1
35,5,outline,['は'],0
36,5,ruby,"['謎', 'なぞ']",1
37,5,outline,['の'],0
38,5,ruby,"['声', 'こえ']",1
39,5,outline,['に'],0
40,5,ruby,"['導', 'みちび']",1
41,5,outline,['かれ\\n'],0
42,5,ruby,"['古', 'いにしえ']",1
43,5,outline,['の'],0
44,5,ruby,"['妖精国', 'ようせいこく']",1
45,5,outline,['の'],0
46,5,ruby,"['路', 'みち']",1
47,5,outline,['を'],0
48,5,ruby,"['目指', 'めざ']",1
49,5,outline,['し、'],0
50,5,ruby,"['洞窟', 'どうくつ']",1
51,5,outline,['へと'],0
52,5,ruby,"['向', 'む']",1
53,5,outline,['かう。'],1
54,9,BLACK_OUT_DEF_STOP,[],1
55,10,set_BG,['sty_bg_0069_100'],1
56,11,window_type,['NORMAL'],1
57,12,play_sound,['BGM_IN_STORY_0008_02'],1
58,13,set_BG_effect,['EFF_SCE_2D_CMN_010'],1
59,14,set_BG_effect_opacity,"['EFF_SCE_2D_CMN_010', '0']",1
60,15,set_BG_effect_trigger,['8'],1
