,row,command,args,end
0,2,OL_LEFT,[],1
1,2,OL_TITLE,['この話のあらすじ'],1
2,2,ruby,"['上層', 'じょうそう']",1
3,2,outline,['へ'],0
4,2,ruby,"['至', 'いた']",1
5,2,outline,['るための'],0
6,2,ruby,"['大', 'おお']",1
7,2,ruby,"['枝', 'えだ']",1
8,2,outline,['に'],0
9,2,ruby,"['向', 'む']",1
10,2,outline,['かう'],0
11,2,ruby,"['王子', 'おうじ']",1
12,2,ruby,"['一行', 'いっこう']",1
13,2,outline,['の\\n'],0
14,2,ruby,"['前', 'まえ']",1
15,2,outline,['に、'],0
16,2,ruby,"['再', 'ふたた']",1
17,2,outline,['びタルタロスが'],0
18,2,ruby,"['現', 'あらわ']",1
19,2,outline,['れる。'],0
20,2,ruby,"['王', 'おう']",1
21,2,ruby,"['亡', 'な']",1
22,2,outline,['き\\n'],0
23,2,ruby,"['世界', 'せかい']",1
24,2,outline,['の'],0
25,2,ruby,"['殲滅', 'せんめつ']",1
26,2,outline,['を'],0
27,2,ruby,"['目論', 'もくろ']",1
28,2,outline,['むタルタロスに、\\nクラウはこの'],0
29,2,ruby,"['世界', 'せかい']",1
30,2,outline,['を'],0
31,2,ruby,"['守', 'まも']",1
32,2,outline,['ると'],0
33,2,ruby,"['対抗', 'たいこう']",1
34,2,outline,['する。\\n'],0
35,2,ruby,"['一行', 'いっこう']",1
36,2,outline,['はタルタロスとの'],0
37,2,ruby,"['戦闘', 'せんとう']",1
38,2,outline,['に'],0
39,2,ruby,"['突入', 'とつにゅう']",1
40,2,outline,['する。'],1
41,4,BLACK_OUT_DEF_STOP,[],1
42,5,set_BG,['sty_bg_0074_100'],1
43,6,set_BG,['sty_bg_0138_100'],1
44,7,window_type,['NORMAL'],1
45,8,play_sound,['BGM_IN_STORY_0016_01'],1
46,9,BLACK_IN_DEF,[],1
47,11,CHARA_SET,"['M', 'M', 'C', 'c0107', '1']",1
48,12,window_fadein,"['0', 'true']",1
49,13,c_jump2,['c0107'],1
50,14,play_sound,['VO_CHR_MAINSTORY_20_05_0001'],1
51,15,print,"['cn0107', 'みんな～！\u3000こっちだよ～っ！', 'VO_CHR_MAINSTORY_20_05_0001']",1
52,16,WFOUT_DEF,[],1
53,17,CHARA_FADEOUT_DEF,['c0107'],1
54,19,CHARA_SHIMOTE_SE,"['M', 'M', 'C', 'c01019', '1', 'SE_WALK_IN_GR']",1
55,20,c_bound_b,['c01019'],1
56,21,play_sound,['VO_CHR_MAINSTORY_20_05_0002'],1
57,22,print,"['cn0101', 'ナーム、ありがとう。']",0
58,22,ruby,"['今日', 'きょう']",1
59,22,print,"['cn0101', 'はだいぶ\\n']",0
60,22,ruby,"['距離', 'きょり']",1
61,22,print,"['cn0101', 'を']",0
62,22,ruby,"['稼', 'かせ']",1
63,22,print,"['cn0101', 'げたかな。この']",0
64,22,ruby,"['調子', 'ちょうし']",1
65,22,print,"['cn0101', 'で\\nもう']",0
66,22,ruby,"['少', 'すこ']",1
67,22,print,"['cn0101', 'しだけ']",0
68,22,ruby,"['歩', 'ある']",1
69,22,print,"['cn0101', 'い――']",0
70,22,wait,['5.6'],1
71,22,print,['cn0101'],0
72,22,chara_face,"['c01019', '4']",1
73,22,print,"['……！', 'VO_CHR_MAINSTORY_20_05_0002']",1
74,23,CHARA_FADEOUT_DEF,['c01019'],1
75,25,BGMFOUT_DEF,[],1
76,27,CHARA_SET,"['M', 'M', 'C', 'c01097', '4']",1
77,28,ODOROKI_EMO,['c01097'],1
78,29,play_sound,['VO_CHR_MAINSTORY_20_05_0003'],1
