,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['マスキュラはラキシの'],0
3,5,ruby,"['暴走', 'ぼうそう']",1
4,5,outline,['を'],0
5,5,ruby,"['止', 'と']",1
6,5,outline,['めるため\\n'],0
7,5,ruby,"['自', 'みずか']",1
8,5,outline,['らの『'],0
9,5,ruby,"['心', 'こころ']",1
10,5,outline,['』を'],0
11,5,ruby,"['渡', 'わた']",1
12,5,outline,['して'],0
13,5,ruby,"['停止', 'ていし']",1
14,5,outline,['する。\\n'],0
15,5,ruby,"['起動', 'きどう']",1
16,5,outline,['したラキシに、'],0
17,5,ruby,"['手', 'て']",1
18,5,outline,['を'],0
19,5,ruby,"['差', 'さ']",1
20,5,outline,['し'],0
21,5,ruby,"['伸', 'の']",1
22,5,outline,['べる'],0
23,5,ruby,"['王子', 'おうじ']",1
24,5,outline,['。\\nラキシは'],0
25,5,ruby,"['判断', 'はんだん']",1
26,5,outline,['を'],0
27,5,ruby,"['保留', 'ほりゅう']",1
28,5,outline,['しようとするが、\\nマスキュラの『'],0
29,5,ruby,"['心', 'こころ']",1
30,5,outline,['』が'],0
31,5,ruby,"['同行', 'どうこう']",1
32,5,outline,['を'],0
33,5,ruby,"['快諾', 'かいだく']",1
34,5,outline,['する。'],1
35,9,BLACK_OUT_DEF_STOP,[],1
36,10,set_BG,['sty_bg_0034_200'],1
37,11,window_type,['NORMAL'],1
38,12,play_sound,['BGM_IN_STORY_0002_01'],1
39,13,BLACK_IN_DEF,[],1
40,19,CHARA_SET,"['M', 'M', 'C', 'c01322', '6']",1
41,20,c_swing_h_slow,['c01322'],1
42,21,window_fadein,"['0', 'true']",1
43,22,play_sound,['VO_CHR_MAINSTORY_11_07_0001'],1
44,23,print,"['cn0132', 'ア、ア、ウウウウウ……', 'VO_CHR_MAINSTORY_11_07_0001']",1
45,24,CHARA_FADEOUT_DEF,['c01322'],1
46,27,CHARA_SET,"['M', 'M', 'C', 'c1235', '11']",1
47,28,play_sound,['VO_CHR_MAINSTORY_11_07_0002'],1
48,29,print,"['cn1235', 'ラキシが']",0
49,29,ruby,"['止', 'と']",1
50,29,print,"['cn1235', 'まった！\u3000']",0
51,29,ruby,"['今', 'いま']",1
52,29,print,"['cn1235', 'です！', 'VO_CHR_MAINSTORY_11_07_0002']",1
