,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['第三位王女', 'だいさんいおうじょ']",1
3,5,outline,['シェスから'],0
4,5,ruby,"['絢爛都市', 'けんらんとし']",1
5,5,outline,['シャンゼリア\\nへの'],0
6,5,ruby,"['招待', 'しょうたい']",1
7,5,outline,['を'],0
8,5,ruby,"['受', 'う']",1
9,5,outline,['けた'],0
10,5,ruby,"['王子', 'おうじ']",1
11,5,outline,['。'],0
12,5,ruby,"['帝国', 'ていこく']",1
13,5,outline,['に'],0
14,5,ruby,"['従', 'したが']",1
15,5,outline,['う'],0
16,5,ruby,"['姿勢', 'しせい']",1
17,5,outline,['を\\n'],0
18,5,ruby,"['見', 'み']",1
19,5,outline,['せずにいるシェスの'],0
20,5,ruby,"['真意', 'しんい']",1
21,5,outline,['を'],0
22,5,ruby,"['確', 'たし']",1
23,5,outline,['かめるため、\\nパーティー'],0
24,5,ruby,"['会場', 'かいじょう']",1
25,5,outline,['を'],0
26,5,ruby,"['目指', 'めざ']",1
27,5,outline,['して'],0
28,5,ruby,"['荒野', 'こうや']",1
29,5,outline,['を'],0
30,5,ruby,"['進', 'すす']",1
31,5,outline,['む。'],1
32,9,BLACK_OUT_DEF_STOP,[],1
33,10,set_BG,['sty_bg_0001_100'],1
34,11,window_type,['MONOLOGUE'],1
35,12,play_sound,['BGM_IN_STORY_0005_01'],1
36,13,BLACK_SCREEN,[],1
37,14,BLACK_IN_DEF,[],1
38,19,play_sound,['VO_CHR_MAINSTORY_09_01_0001'],1
39,20,print,['cn0115'],0
40,20,ruby,"['前略', 'ぜんりゃく']",1
41,20,print,['\u3000'],0
42,20,ruby,"['愛', 'いと']",1
43,20,print,['しの'],0
44,20,ruby,"['弟', 'おとうと']",1
45,20,print,"['\\n{player_name}へ', 'VO_CHR_MAINSTORY_09_01_0001']",1
46,22,play_sound,['VO_CHR_MAINSTORY_09_01_0002'],1
47,23,print,"['cn0115', 'ハーイ、わたくしのこと、\\nおぼえていまして？\\nそう、']",0
48,23,ruby,"['麗', 'うるわ']",1
49,23,print,"['cn0115', 'しの']",0
50,23,ruby,"['第三位王女', 'だいさんいおうじょ']",1
51,23,print,"['cn0115', 'シェスよ。', 'VO_CHR_MAINSTORY_09_01_0002']",1
52,25,play_sound,['VO_CHR_MAINSTORY_09_01_0003'],1
