,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['シェスに'],0
3,5,ruby,"['誘', 'さそ']",1
4,5,outline,['われてアルベリアチェスに'],0
5,5,ruby,"['興', 'きょう']",1
6,5,outline,['じた\\nリーフ。'],0
7,5,ruby,"['彼', 'かれ']",1
8,5,outline,['はシェスが'],0
9,5,ruby,"['何', 'なに']",1
10,5,outline,['かを'],0
11,5,ruby,"['企', 'たくら']",1
12,5,outline,['んでいると\\n'],0
13,5,ruby,"['感', 'かん']",1
14,5,outline,['じ、'],0
15,5,ruby,"['王子', 'おうじ']",1
16,5,outline,['に'],0
17,5,ruby,"['忠告', 'ちゅうこく']",1
18,5,outline,['をする。ユピテルの'],0
19,5,ruby,"['提案', 'ていあん']",1
20,5,outline,['で\\n'],0
21,5,ruby,"['採掘場', 'さいくつじょう']",1
22,5,outline,['へ'],0
23,5,ruby,"['向', 'む']",1
24,5,outline,['かった'],0
25,5,ruby,"['王子', 'おうじ']",1
26,5,outline,['は、そこに'],0
27,5,ruby,"['巣食', 'すく']",1
28,5,outline,['う\\n'],0
29,5,ruby,"['魔獣', 'まじゅう']",1
30,5,outline,['に'],0
31,5,ruby,"['驚', 'おどろ']",1
32,5,outline,['き、'],0
33,5,ruby,"['戦闘態勢', 'せんとうたいせい']",1
34,5,outline,['に'],0
35,5,ruby,"['入', 'はい']",1
36,5,outline,['る。'],1
37,9,BLACK_OUT_DEF_STOP,[],1
38,10,set_BG,['sty_bg_0002_100'],1
39,11,window_type,['MONOLOGUE'],1
40,12,play_sound,['BGM_IN_STORY_0009_02'],1
41,13,BLACK_SCREEN,[],1
42,14,BLACK_IN_DEF,[],1
43,19,print,['SYS'],0
44,19,ruby,"['絢爛都市', 'けんらんとし']",1
45,19,print,['シャンゼリア\\n'],0
46,19,ruby,"['歓迎', 'かんげい']",1
47,19,print,['パーティー'],0
48,19,ruby,"['後', 'ご']",1
49,19,print,['の'],0
50,19,ruby,"['夜', 'よる']",1
51,19,print,['……'],1
52,20,SCREEN_COLOR_DEF,[],1
53,21,window_type,['NORMAL'],1
54,23,CHARA_SET,"['M', 'M', 'C', 'c0115', '1']",1
55,24,HATENA_EMO,['c0115'],1
56,25,window_fadein,"['0', 'true']",1
57,26,play_sound,['VO_CHR_MAINSTORY_09_07_1001'],1
