,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['無事', 'ぶじ']",1
3,5,outline,['リーフを'],0
4,5,ruby,"['救出', 'きゅうしゅつ']",1
5,5,outline,['し、'],0
6,5,ruby,"['客船', 'きゃくせん']",1
7,5,outline,['へ'],0
8,5,ruby,"['戻', 'もど']",1
9,5,outline,['った'],0
10,5,ruby,"['一行', 'いっこう']",1
11,5,outline,['。\\nリーフはシェスに「'],0
12,5,ruby,"['新', 'しん']",1
13,5,outline,['アルベリア'],0
14,5,ruby,"['王国', 'おうこく']",1
15,5,outline,['」との\\n'],0
16,5,ruby,"['協調', 'きょうちょう']",1
17,5,outline,['を'],0
18,5,ruby,"['提案', 'ていあん']",1
19,5,outline,['するが、シェスの'],0
20,5,ruby,"['反応', 'はんのう']",1
21,5,outline,['は'],0
22,5,ruby,"['悪', 'わる']",1
23,5,outline,['い。\\nその'],0
24,5,ruby,"['時', 'とき']",1
25,5,outline,['、'],0
26,5,ruby,"['魔獣', 'まじゅう']",1
27,5,outline,['が'],0
28,5,ruby,"['客船', 'きゃくせん']",1
29,5,outline,['を'],0
30,5,ruby,"['襲撃', 'しゅうげき']",1
31,5,outline,['。シェスに'],0
32,5,ruby,"['取引', 'とりひき']",1
33,5,outline,['を\\n'],0
34,5,ruby,"['持', 'も']",1
35,5,outline,['ち'],0
36,5,ruby,"['掛', 'か']",1
37,5,outline,['けられた'],0
38,5,ruby,"['王子', 'おうじ']",1
39,5,outline,['は'],0
40,5,ruby,"['魔獣撃退', 'まじゅうげきたい']",1
41,5,outline,['に'],0
42,5,ruby,"['出向', 'でむ']",1
43,5,outline,['く。'],1
44,9,BLACK_OUT_DEF_STOP,[],1
45,10,set_BG,['sty_bg_0019_100'],1
46,11,window_type,['NORMAL'],1
47,12,BLACK_IN_DEF,[],1
48,18,MONSTER_BEAT_SWD,['c0207'],1
49,20,play_sound,['BGM_IN_STORY_0007_03'],1
50,22,CHARA_SET,"['M', 'M', 'C', 'c0101', '4']",1
51,23,c_bound_b,['c0101'],1
52,24,window_fadein,"['0', 'true']",1
53,25,play_sound,['VO_CHR_MAINSTORY_09_04_0001'],1
54,26,print,"['cn0101', 'よし、これで']",0
55,26,ruby,"['魔獣', 'まじゅう']",1
56,26,print,"['cn0101', 'は']",0
