,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['ラキシを'],0
3,5,ruby,"['発見', 'はっけん']",1
4,5,outline,['したマスキュラと'],0
5,5,ruby,"['王子', 'おうじ']",1
6,5,outline,['たち。\\nマスキュラはラキシを'],0
7,5,ruby,"['止', 'と']",1
8,5,outline,['めるため\\n'],0
9,5,ruby,"['一行', 'いっこう']",1
10,5,outline,['にラキシを'],0
11,5,ruby,"['抑', 'おさ']",1
12,5,outline,['えてほしいと'],0
13,5,ruby,"['頼', 'たの']",1
14,5,outline,['む。'],1
15,9,BLACK_OUT_DEF_STOP,[],1
16,10,set_BG,['sty_bg_0034_100'],1
17,11,window_type,['NORMAL'],1
18,12,play_sound,['BGM_IN_STORY_0002_01'],1
19,13,BLACK_IN_DEF,[],1
20,18,CHARA_SET,"['M', 'M', 'C', 'c01322', '11']",1
21,19,c_swing_h_slow,['c01322'],1
22,20,window_fadein,"['0', 'true']",1
23,21,play_sound,['VO_CHR_INGAMESTORY_11_06_0001'],1
24,22,print,"['cn0132', 'ウ、ウウ、ウウウウ……。', 'VO_CHR_INGAMESTORY_11_06_0001']",1
25,23,WFOUT_DEF,[],1
26,24,CHARA_FADEOUT_DEF,['c01322'],1
27,27,CHARA_KAMITE_SE,"['M', 'M', 'C', 'c1235', '4', 'SE_RUN_IN_GR']",1
28,28,ODOROKI_EMO,['c1235'],1
29,29,play_sound,['VO_CHR_INGAMESTORY_11_06_0002'],1
30,30,print,"['cn1235', 'いた！\u3000ラキシです！', 'VO_CHR_INGAMESTORY_11_06_0002']",1
31,32,NO_EMO,['c1235'],1
32,33,c_bound_b,['c1235'],1
33,34,play_sound,['VO_CHR_INGAMESTORY_11_06_0003'],1
34,35,print,"['cn1235', 'みなさん、']",0
35,35,ruby,"['少', 'すこ']",1
36,35,print,"['cn1235', 'しの']",0
37,35,ruby,"['間', 'あいだ']",1
38,35,print,"['cn1235', 'でいいです。\\nラキシを']",0
39,35,ruby,"['抑', 'おさ']",1
40,35,print,"['cn1235', 'えていてください！', 'VO_CHR_INGAMESTORY_11_06_0003']",1
41,37,c_face,"['M', 'M', 'c1235', '11']",1
42,38,play_sound,['VO_CHR_INGAMESTORY_11_06_0004'],1
43,39,print,['cn1235'],0
44,39,ruby,"['後', 'あと']",1
