,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['戦闘人形', 'マリオーン']",1
3,5,outline,['たちと'],0
4,5,ruby,"['戦', 'たたか']",1
5,5,outline,['いながら、'],0
6,5,ruby,"['一行', 'いっこう']",1
7,5,outline,['は、\\nフィンローダが'],0
8,5,ruby,"['息子', 'むすこ']",1
9,5,outline,['ジンローダに'],0
10,5,ruby,"['王位', 'おうい']",1
11,5,outline,['を\\n'],0
12,5,ruby,"['奪', 'うば']",1
13,5,outline,['われたこと、'],0
14,5,ruby,"['革新', 'かくしん']",1
15,5,outline,['を'],0
16,5,ruby,"['求', 'もと']",1
17,5,outline,['めるジンローダの\\nせいで'],0
18,5,ruby,"['国', 'くに']",1
19,5,outline,['が'],0
20,5,ruby,"['混乱', 'こんらん']",1
21,5,outline,['していることを'],0
22,5,ruby,"['知', 'し']",1
23,5,outline,['る。ここで\\nアヤハとオトハが'],0
24,5,ruby,"['乱入', 'らんにゅう']",1
25,5,outline,['し、'],0
26,5,ruby,"['戦', 'たたか']",1
27,5,outline,['いは'],0
28,5,ruby,"['激化', 'げきか']",1
29,5,outline,['する。'],1
30,38,BLACK_OUT_DEF_STOP,[],1
31,39,SET_BG,['sty_bg_0136_100'],1
32,40,window_type,['NORMAL'],1
33,41,play_sound,['BGM_IN_STORY_0008_01'],1
34,42,set_BG_effect,['EFF_SCE_2D_CMN_117'],1
35,43,set_BG_effect_speed,"['EFF_SCE_2D_CMN_117', '1']",1
36,44,set_BG_effect_pos,"['EFF_SCE_2D_CMN_117', '0', '50']",1
37,45,set_BG_effect_opacity,"['EFF_SCE_2D_CMN_117', '0']",1
38,46,BLACK_IN_DEF,[],1
39,53,CHARA_SET,"['M', 'M', 'C', 'c01019', '11']",1
40,54,set_BG_effect,"['1', 'EFF_013']",1
41,55,set_BG_effect_trigger,"['0', '9']",1
42,56,window_fadein,"['0', 'true']",1
43,57,play_sound,['VO_CHR_MAINSTORY_19_03_0001'],1
44,58,print,"['cn0101', 'はあああ――！', 'VO_CHR_MAINSTORY_19_03_0001']",1
45,59,CHARA_ATTACK_SWD,['c01019'],1
46,60,wait,['0.3'],1
47,61,CHARA_ATTACK_SWD,['c01019'],1
48,62,wait,['0.3'],1
49,63,CHARA_ATTACK_SWD,['c01019'],1
50,64,wait,['0.5'],1
