,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['業', 'ごう']",1
3,5,outline,['を'],0
4,5,ruby,"['煮', 'に']",1
5,5,outline,['やしたエミュールは'],0
6,5,ruby,"['戦闘人形', 'マリオーン']",1
7,5,outline,['の'],0
8,5,ruby,"['指揮官', 'しきかん']",1
9,5,outline,['\\nラキシを'],0
10,5,ruby,"['起動', 'きどう']",1
11,5,outline,['させる。だが、ラキシは'],0
12,5,ruby,"['暴走', 'ぼうそう']",1
13,5,outline,['し\\n'],0
14,5,ruby,"['敵', 'てき']",1
15,5,ruby,"['味方', 'みかた']",1
16,5,ruby,"['双方', 'そうほう']",1
17,5,outline,['を'],0
18,5,ruby,"['攻撃', 'こうげき']",1
19,5,outline,['。'],0
20,5,ruby,"['止', 'と']",1
21,5,outline,['まっていた'],0
22,5,ruby,"['戦闘人形', 'マリオーン']",1
23,5,outline,['が\\n'],0
24,5,ruby,"['再', 'ふたた']",1
25,5,outline,['び'],0
26,5,ruby,"['動', 'うご']",1
27,5,outline,['き'],0
28,5,ruby,"['出', 'だ']",1
29,5,outline,['す。'],0
30,5,ruby,"['王子', 'おうじ']",1
31,5,outline,['たちは'],0
32,5,ruby,"['戦闘人形', 'マリオーン']",1
33,5,outline,['を'],0
34,5,ruby,"['止', 'と']",1
35,5,outline,['める\\nため、マスキュラと'],0
36,5,ruby,"['共', 'とも']",1
37,5,outline,['にラキシを'],0
38,5,ruby,"['追', 'お']",1
39,5,outline,['う。'],1
40,9,BLACK_OUT_DEF_STOP,[],1
41,10,set_BG,['sty_bg_0034_100'],1
42,11,window_type,['NORMAL'],1
43,12,play_sound,['BGM_IN_STORY_0002_01'],1
44,13,BLACK_IN_DEF,[],1
45,18,CHARA_SET,"['M', 'M', 'C', 'c01019', '11']",1
46,19,c_bound_b,['c01019'],1
47,20,window_fadein,"['0', 'true']",1
48,21,play_sound,['VO_CHR_MAINSTORY_11_04_0001'],1
49,22,print,"['cn0101', 'よし、']",0
50,22,ruby,"['今', 'いま']",1
51,22,print,"['cn0101', 'だ、']",0
52,22,ruby,"['反撃', 'はんげき']",1
53,22,print,"['cn0101', 'だ！\\n']",0
54,22,ruby,"['敵', 'てき']",1
55,22,print,['cn0101'],0
56,22,ruby,"['軍', 'ぐん']",1
57,22,print,['を'],0
