,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['ゼノスの'],0
3,5,ruby,"['要塞', 'ようさい']",1
4,5,outline,['に'],0
5,5,ruby,"['辿', 'たど']",1
6,5,outline,['り'],0
7,5,ruby,"['着', 'つ']",1
8,5,outline,['いた'],0
9,5,ruby,"['一行', 'いっこう']",1
10,5,outline,['。'],0
11,5,ruby,"['彼', 'かれ']",1
12,5,outline,['らの'],0
13,5,ruby,"['前', 'まえ']",1
14,5,outline,['に\\n'],0
15,5,ruby,"['立', 'た']",1
16,5,outline,['ち'],0
17,5,ruby,"['塞', 'ふさ']",1
18,5,outline,['がったのは'],0
19,5,ruby,"['異界', 'いかい']",1
20,5,outline,['の'],0
21,5,ruby,"['自分', 'じぶん']",1
22,5,outline,['たちとベベット\\nだった。'],0
23,5,ruby,"['王子', 'おうじ']",1
24,5,outline,['への'],0
25,5,ruby,"['不信', 'ふしん']",1
26,5,outline,['を'],0
27,5,ruby,"['語', 'かた']",1
28,5,outline,['り、'],0
29,5,ruby,"['襲', 'おそ']",1
30,5,outline,['いくる\\n'],0
31,5,ruby,"['異界', 'いかい']",1
32,5,outline,['の'],0
33,5,ruby,"['自分', 'じぶん']",1
34,5,outline,['たちに'],0
35,5,ruby,"['困惑', 'こんわく']",1
36,5,outline,['する'],0
37,5,ruby,"['仲間', 'なかま']",1
38,5,outline,['たちだったが\\n'],0
39,5,ruby,"['王子', 'おうじ']",1
40,5,outline,['との'],0
41,5,ruby,"['絆', 'きずな']",1
42,5,outline,['を'],0
43,5,ruby,"['胸', 'むね']",1
44,5,outline,['に'],0
45,5,ruby,"['懸命', 'けんめい']",1
46,5,outline,['に'],0
47,5,ruby,"['戦', 'たたか']",1
48,5,outline,['う。'],1
49,9,BLACK_OUT_DEF_STOP,[],1
50,10,set_BG,['sty_bg_0043_100'],1
51,11,window_type,['MONOLOGUE'],1
52,12,BLACK_SCREEN,[],1
53,13,BLACK_IN_DEF,[],1
54,19,print,"['SYS', 'グラン・フィオラータ']",0
55,19,ruby,"['船内', 'せんない']",1
56,19,print,['SYS'],1
57,20,window_type,['NORMAL'],1
58,21,SCREEN_COLOR_DEF,[],1
59,23,CHARA_SET,"['M', 'M', 'C', 'p36701', '4']",1
60,24,window_fadein,"['0', 'true']",1
