,row,command,args,end
0,2,OL_LEFT,[],1
1,2,OL_TITLE,['この話のあらすじ'],1
2,2,outline,['ジンローダは'],0
3,2,ruby,"['語', 'かた']",1
4,2,outline,['る。ネデウは、すべての\\n'],0
5,2,ruby,"['力', 'ちから']",1
6,2,outline,['なき'],0
7,2,ruby,"['者', 'もの']",1
8,2,outline,['たちに'],0
9,2,ruby,"['力', 'ちから']",1
10,2,outline,['を'],0
11,2,ruby,"['与', 'あた']",1
12,2,outline,['えようとしていると。\\n'],0
13,2,ruby,"['理解', 'りかい']",1
14,2,outline,['できず'],0
15,2,ruby,"['困惑', 'こんわく']",1
16,2,outline,['する'],0
17,2,ruby,"['王子', 'おうじ']",1
18,2,outline,['に、ジンローダは\\n『'],0
19,2,ruby,"['臨化', 'りんか']",1
20,2,outline,['』という'],0
21,2,ruby,"['秘術', 'ひじゅつ']",1
22,2,outline,['を'],0
23,2,ruby,"['使', 'つか']",1
24,2,outline,['い、'],0
25,2,ruby,"['緋竜', 'ひりゅう']",1
26,2,outline,['の'],0
27,2,ruby,"['姿', 'すがた']",1
28,2,outline,['となり\\n'],0
29,2,ruby,"['襲', 'おそ']",1
30,2,outline,['い'],0
31,2,ruby,"['掛', 'か']",1
32,2,outline,['かってくるのだった。'],1
33,4,BLACK_OUT_DEF_STOP,[],1
34,5,set_BG,['sty_bg_0139_100'],1
35,6,window_type,['NORMAL'],1
36,7,play_sound,['BGM_IN_STORY_0010_04'],1
37,8,BLACK_IN_DEF,[],1
38,13,CHARA_SET,"['M', 'M', 'C', 'c01019', '11']",1
39,14,window_fadein,"['0', 'true']",1
40,15,play_sound,['VO_CHR_MAINSTORY_21_02_0001'],1
41,16,print,"['cn0101', 'はああああっ！', 'VO_CHR_MAINSTORY_21_02_0001']",1
42,17,CHARA_ATTACK_SWD,['c01019'],1
43,18,wait,['0.5'],1
44,19,CHARA_FADEOUT_DEF,['c01019'],1
45,21,MONSTER_SET3,"['c0207', 'c0207b', 'c0207c']",1
46,22,set_BG_effect,['EFF_SCE_2D_CMN_145'],1
47,23,set_BG_effect_pos,"['EFF_SCE_2D_CMN_145', '0', '100']",1
48,24,play_sound,['SE_029'],1
49,25,wait,['0.2'],1
50,26,c_swing_h_fast,['c0207b'],1
51,27,c_swing_h_fast,['c0207'],1
52,28,c_swing_h_fast,['c0207c'],1
53,29,wait,['0.6'],1
54,30,NO_EFFECT,[],1
55,31,MONSTER_BEAT3_AFTER,"['c0207', 'c0207b', 'c0207c']",1
56,35,CHARA_SET,"['M', 'M', 'C', 'c0148', '11']",1
57,36,play_sound,['VO_CHR_MAINSTORY_21_02_0002'],1
58,37,print,"['cn0148', 'さすがに、やりますね……。', 'VO_CHR_MAINSTORY_21_02_0002']",1
59,38,CHARA_FADEOUT_DEF,['c0148'],1
60,40,CHARA_SET,"['M', 'M', 'C', 'c01019', '4']",1
61,41,play_sound,['VO_CHR_MAINSTORY_21_02_0003'],1
62,42,print,"['cn0101', 'これ']",0
63,42,ruby,"['以上', 'いじょう']",1
64,42,print,"['cn0101', '、']",0
65,42,ruby,"['妖精国', 'ようせいこく']",1
66,42,print,"['cn0101', 'と']",0
67,42,ruby,"['事', 'こと']",1
68,42,print,"['cn0101', 'を']",0
69,42,ruby,"['構', 'かま']",1
70,42,print,"['cn0101', 'えたくない。\\n']",0
71,42,ruby,"['大人', 'おとな']",1
72,42,print,"['cn0101', 'しく']",0
73,42,ruby,"['退', 'ひ']",1
74,42,print,"['cn0101', 'いてくれ、ジンローダ。', 'VO_CHR_MAINSTORY_21_02_0003']",1
