,row,command,args,end
0,3,OL_LEFT,[],1
1,3,OL_TITLE,['この話のあらすじ'],1
2,3,ruby,"['王子', 'おうじ']",1
3,3,outline,['と'],0
4,3,ruby,"['世界', 'せかい']",1
5,3,outline,['のために'],0
6,3,ruby,"['強大', 'きょうだい']",1
7,3,outline,['な'],0
8,3,ruby,"['敵', 'てき']",1
9,3,outline,['と'],0
10,3,ruby,"['戦', 'たたか']",1
11,3,outline,['うことを\\n'],0
12,3,ruby,"['選', 'えら']",1
13,3,outline,['んだ'],0
14,3,ruby,"['仲間', 'なかま']",1
15,3,outline,['たち。それぞれが'],0
16,3,ruby,"['苦境', 'くきょう']",1
17,3,outline,['に'],0
18,3,ruby,"['立', 'た']",1
19,3,outline,['たされ\\n'],0
20,3,ruby,"['今', 'いま']",1
21,3,outline,['やその'],0
22,3,ruby,"['命', 'いのち']",1
23,3,outline,['は'],0
24,3,ruby,"['風前', 'ふうぜん']",1
25,3,outline,['の'],0
26,3,ruby,"['灯', 'ともしび']",1
27,3,outline,['だった。もうダメかと\\n'],0
28,3,ruby,"['思', 'おも']",1
29,3,outline,['われたその'],0
30,3,ruby,"['時', 'とき']",1
31,3,outline,['、'],0
32,3,ruby,"['思', 'おも']",1
33,3,outline,['いもよらぬ'],0
34,3,ruby,"['人物', 'じんぶつ']",1
35,3,outline,['たちが\\n'],0
36,3,ruby,"['駆', 'か']",1
37,3,outline,['けつける。'],1
38,82,BLACK_OUT_DEF_STOP,[],1
39,83,set_BG,['sty_bg_0040_100'],1
40,84,set_BG,['sty_bg_0146_100'],1
41,85,window_type,['NORMAL'],1
42,86,play_sound,['BGM_IN_STORY_0010_05'],1
43,87,BLACK_IN_DEF,[],1
44,89,play_sound,['SE_STORY_COMMON_0490'],1
45,90,window_fadein,"['0', 'true']",1
46,91,print,"['？？？#バハムート', '――！']",1
47,94,CHARA_SET,"['M', 'M', 'C', 'm04202', '4']",1
48,95,ODOROKI_EMO,['m04202'],1
49,96,play_sound,['VO_CHR_MAINSTORY_26_08_0001'],1
50,97,print,"['cn0142', '……！\u3000']",0
51,97,ruby,"['今', 'いま']",1
52,97,print,"['cn0142', 'の']",0
53,97,ruby,"['声', 'こえ']",1
54,97,print,"['cn0142', 'はバハムートでは\\nないのか……!?', 'VO_CHR_MAINSTORY_26_08_0001']",1
55,98,NO_EMO,['m04202'],1
56,99,play_sound,['VO_CHR_MAINSTORY_26_08_0002'],1
57,100,print,"['cn0142', '{player_name}たちの']",0
58,100,ruby,"['向', 'む']",1
59,100,print,"['cn0142', 'かった\\n']",0
60,100,ruby,"['方向', 'ほうこう']",1
61,100,print,"['cn0142', 'から']",0
62,100,ruby,"['聞', 'き']",1
63,100,print,"['cn0142', 'こえてきたようだが……。', 'VO_CHR_MAINSTORY_26_08_0002']",1
64,101,WFOUT_DEF,[],1
65,102,CHARA_FADEOUT_DEF,['m04202'],1
66,104,CHARA_SET,"['M', 'M', 'C', 'n09401', '1']",1
67,105,CHARA_ATTACK_DRG,['n09401'],1
68,106,wait,['0.5'],1
69,107,CHARA_FADEOUT_DEF,['n09401'],1
70,109,CHARA_SET,"['M', 'M', 'C', 'm04202', '6']",1
71,110,CHARA_BEAT_HIT_BEFORE_IN,['m04202'],1
72,111,play_sound,['VO_CHR_MAINSTORY_26_08_0003'],1
73,112,print,"['cn0142', 'ぐ……！\u3000']",0
74,112,ruby,"['今', 'いま']",1
75,112,print,"['cn0142', 'すぐ']",0
76,112,ruby,"['駆', 'か']",1
77,112,print,"['cn0142', 'けつけて\\nやりたいが……。', 'VO_CHR_MAINSTORY_26_08_0003']",1
78,113,WFOUT_DEF,[],1
79,114,CHARA_FADEOUT_DEF,['m04202'],1
80,116,CHARA_SET_0,"['M', 'M', 'C', 'n20001', '1']",1
81,117,play_sound,['SE_STORY_COMMON_0010'],1
82,118,KURONUKI,['n20001'],1
83,119,wait,['0.1'],1
84,120,set_BG_effect,['EFF_SCE_2D_CMN_011'],1
85,121,set_BG_effect_trigger,['8'],1
86,122,chara_fadein,"['n20001', '0.8']",1
87,123,chara_brightness,"['n20001', '1', '1.0']",1
88,124,wait,['1'],1
89,125,NO_EFFECT,[],1
90,126,CHARA_FADEOUT_DEF,['n20001'],1
91,128,CHARA_SET_0,"['M', 'M', 'C', 'n18502', '1']",1
92,129,play_sound,['SE_STORY_COMMON_0010'],1
93,130,KURONUKI,['n18502'],1
94,131,wait,['0.1'],1
95,132,set_BG_effect,['EFF_SCE_2D_CMN_011'],1
96,133,set_BG_effect_trigger,['8'],1
97,134,chara_fadein,"['n18502', '0.8']",1
98,135,chara_brightness,"['n18502', '1', '1.0']",1
99,136,wait,['1.0'],1
100,137,NO_EFFECT,[],1
101,138,SEFOUT_DEF,[],1
102,139,CHARA_FADEOUT_DEF,['n18502'],1
103,141,CHARA_SET,"['M', 'M', 'C', 'm04202', '6']",1
104,142,play_sound,['VO_CHR_MAINSTORY_26_08_0004'],1
105,143,print,"['cn0142', 'もはやそれも']",0
106,143,ruby,"['無理', 'むり']",1
107,143,print,"['cn0142', 'か……。\\nシーラとの']",0
108,143,ruby,"['約束', 'やくそく']",1
109,143,print,"['cn0142', '……']",0
110,143,ruby,"['守', 'まも']",1
111,143,print,"['cn0142', 'ることが\\nできそうにないな……。', 'VO_CHR_MAINSTORY_26_08_0004']",1
112,144,chara_face,"['m04202', '9']",1
113,145,play_sound,['VO_CHR_MAINSTORY_26_08_0005'],1
114,146,print,"['cn0142', '……']",0
115,146,ruby,"['思', 'おも']",1
116,146,print,"['cn0142', 'えば、']",0
117,146,ruby,"['我', 'わ']",1
118,146,print,"['cn0142', 'が']",0
119,146,ruby,"['人生', 'じんせい']",1
120,146,print,"['cn0142', 'は']",0
121,146,ruby,"['守', 'まも']",1
122,146,print,"['cn0142', 'れぬもの\\nばかりであったな……。', 'VO_CHR_MAINSTORY_26_08_0005']",1
123,147,StopEye_close,['m04202'],1
124,148,play_sound,['VO_CHR_MAINSTORY_26_08_0006'],1
125,149,print,['cn0142'],0
126,149,ruby,"['国', 'くに']",1
127,149,print,['を'],0
128,149,ruby,"['滅', 'ほろ']",1
129,149,print,['ぼし、'],0
130,149,ruby,"['民', 'たみ']",1
131,149,print,['を'],0
132,149,ruby,"['見捨', 'みす']",1
133,149,print,['て、'],0
134,149,ruby,"['家族', 'かぞく']",1
135,149,print,['を\\n'],0
136,149,ruby,"['失', 'うしな']",1
137,149,print,['った。'],0
138,149,ruby,"['最後', 'さいご']",1
139,149,print,['に'],0
140,149,ruby,"['交', 'か']",1
141,149,print,['わした'],0
142,149,ruby,"['娘', 'むすめ']",1
143,149,print,['との\\n'],0
144,149,ruby,"['約束', 'やくそく']",1
145,149,print,"['も……。', 'VO_CHR_MAINSTORY_26_08_0006']",1
146,150,c_face,"['M', 'M', 'm04202', '8']",1
147,151,c_swing_h_slow,['m04201'],1
