,row,command,args,end
0,2,OL_LEFT,[],1
1,2,OL_TITLE,['この話のあらすじ'],1
2,2,ruby,"['険', 'けわ']",1
3,2,outline,['しい'],0
4,2,ruby,"['山道', 'さんどう']",1
5,2,outline,['を'],0
6,2,ruby,"['進', 'すす']",1
7,2,outline,['む'],0
8,2,ruby,"['途中', 'とちゅう']",1
9,2,outline,['、'],0
10,2,ruby,"['王子', 'おうじ']",1
11,2,outline,['は'],0
12,2,ruby,"['自身', 'じしん']",1
13,2,outline,['を'],0
14,2,ruby,"['励', 'はげ']",1
15,2,outline,['まし\\nここまで'],0
16,2,ruby,"['導', 'みちび']",1
17,2,outline,['いてくれたゼーナに、'],0
18,2,ruby,"['改', 'あらた']",1
19,2,outline,['めて'],0
20,2,ruby,"['感謝', 'かんしゃ']",1
21,2,outline,['\\nする。そこへ'],0
22,2,ruby,"['突然', 'とつぜん']",1
23,2,outline,['シェルシエルが'],0
24,2,ruby,"['現', 'あらわ']",1
25,2,outline,['れ、\\nエルフィリスが'],0
26,2,ruby,"['隠', 'かく']",1
27,2,outline,['し'],0
28,2,ruby,"['事', 'ごと']",1
29,2,outline,['をしていると'],0
30,2,ruby,"['暴露', 'ばくろ']",1
31,2,outline,['して\\n'],0
32,2,ruby,"['一行', 'いっこう']",1
33,2,outline,['を'],0
34,2,ruby,"['挑発', 'ちょうはつ']",1
35,2,outline,['し、'],0
36,2,ruby,"['戦闘', 'せんとう']",1
37,2,outline,['を'],0
38,2,ruby,"['仕掛', 'しか']",1
39,2,outline,['けてくる。'],1
40,4,BLACK_OUT_DEF_STOP,[],1
41,5,set_BG,['sty_bg_0038_400'],1
42,6,window_type,['NORMAL'],1
43,7,play_sound,['BGM_IN_STORY_0010_04'],1
44,8,BLACK_IN_DEF,[],1
45,10,CHARA_KAMITE_SE,"['M', 'M', 'C', 'c0107', '9', 'SE_NHAA']",1
46,11,window_fadein,"['0', 'true']",1
47,12,play_sound,['VO_CHR_MAINSTORY_15_02_0001'],1
48,13,print,"['cn0107', 'みんな、']",0
49,13,ruby,"['大丈夫', 'だいじょうぶ']",1
50,13,print,"['cn0107', '～？', 'VO_CHR_MAINSTORY_15_02_0001']",1
51,14,WFOUT_DEF,[],1
52,15,CHARA_FADEOUT_DEF,['c0107'],1
53,17,CHARA_KAMITE_ZIG_SE,"['Q', 'M', 'C', 'c0104', '6', 'SE_WALK_IN_GR']",1
54,18,play_sound,['VO_CHR_MAINSTORY_15_02_0002'],1
55,19,print,"['cn0104', 'はあ、はあ、ええ、なんとか……。\\n']",0
56,19,wait,['4.55'],1
57,19,print,['cn0104'],0
58,19,c_face,"['M', 'M', 'c0104', '9']",1
59,19,c_swing_h_slow,['c0104'],1
60,19,print,['それにしても'],0
61,19,ruby,"['急', 'きゅう']",1
62,19,print,['な'],0
63,19,ruby,"['山道', 'さんどう']",1
64,19,print,"['ですね……。', 'VO_CHR_MAINSTORY_15_02_0002']",1
65,20,CHARA_FADEOUT_DEF,['c0104'],1
66,22,CHARA_SET,"['M', 'M', 'C', 'c0103', '10']",1
67,23,c_bound_b_slow,['c0103'],1
68,24,play_sound,['VO_CHR_MAINSTORY_15_02_0003'],1
69,25,print,"['cn0103', 'だいぶ']",0
70,25,ruby,"['登', 'のぼ']",1
71,25,print,"['cn0103', 'ってきたな。ここから\\n']",0
72,25,ruby,"['踏', 'ふ']",1
73,25,print,"['cn0103', 'みはずしでもしたら、']",0
74,25,ruby,"['谷底', 'たにぞこ']",1
75,25,print,"['cn0103', 'まで\\n']",0
76,25,ruby,"['真', 'ま']",1
