,row,command,args,end
0,3,OL_LEFT,[],1
1,3,OL_TITLE,['この話のあらすじ'],1
2,3,ruby,"['黒', 'くろ']",1
3,3,outline,['いマナと'],0
4,3,ruby,"['同化', 'どうか']",1
5,3,outline,['したシーラの'],0
6,3,ruby,"['魂', 'たましい']",1
7,3,outline,['を'],0
8,3,ruby,"['通', 'つう']",1
9,3,outline,['じて、\\nかつてのレフコスに'],0
10,3,ruby,"['何', 'なに']",1
11,3,outline,['が'],0
12,3,ruby,"['起', 'お']",1
13,3,outline,['こったのかを\\n'],0
14,3,ruby,"['知', 'し']",1
15,3,outline,['る'],0
16,3,ruby,"['王子', 'おうじ']",1
17,3,outline,['たち。'],0
18,3,ruby,"['国', 'くに']",1
19,3,outline,['が'],0
20,3,ruby,"['亡', 'ほろ']",1
21,3,outline,['びるほどの'],0
22,3,ruby,"['黒', 'くろ']",1
23,3,outline,['いマナを\\n'],0
24,3,ruby,"['呼', 'よ']",1
25,3,outline,['び'],0
26,3,ruby,"['込', 'こ']",1
27,3,outline,['んだのはシーラだったのだ。'],0
28,3,ruby,"['王子', 'おうじ']",1
29,3,outline,['は\\n'],0
30,3,ruby,"['仲間', 'なかま']",1
31,3,outline,['への'],0
32,3,ruby,"['報告', 'ほうこく']",1
33,3,outline,['のためにその'],0
34,3,ruby,"['場', 'ば']",1
35,3,outline,['を'],0
36,3,ruby,"['後', 'あと']",1
37,3,outline,['にする。'],1
38,5,BLACK_OUT_DEF_STOP,[],1
39,6,set_BG,['sty_bg_0020_100'],1
40,7,set_BG,['sty_bg_0130_100'],1
41,8,window_type,['NORMAL'],1
42,9,play_sound,['BGM_IN_STORY_0003_05'],1
43,10,set_BG_effect,"['EFF_SCE_2D_CMN_031', 'EFF_SCE_2D_CMN_032']",1
44,11,set_BG_effect_trigger,"['8', '8']",1
45,12,BLACK_IN_DEF,[],1
46,14,set_BG_effect,"['1', '1', 'EFF_SCE_2D_CMN_071']",1
47,15,set_BG_effect_color,"['EFF_SCE_2D_CMN_071', '35', '30', '41']",1
48,16,set_BG_effect_trigger,"['0', '0', '8']",1
49,18,window_fadein,"['0', 'true']",1
50,19,play_sound,['VO_CHR_MAINSTORY_24_03_0001'],1
51,20,print,['シーラの魂'],0
52,20,ruby,"['私', 'わたし']",1
53,20,print,['が……'],0
54,20,ruby,"['私', 'わたし']",1
55,20,print,"['が……。', 'VO_CHR_MAINSTORY_24_03_0001']",1
56,21,set_BG_effect_opacity,"['EFF_SCE_2D_CMN_071', '0', '0.2']",1
57,23,CHARA_SET,"['M', 'M', 'C', 'm00109', '4']",1
58,24,play_sound,['VO_CHR_MAINSTORY_24_03_0002'],1
59,25,print,['cn0101'],0
60,25,ruby,"['体', 'からだ']",1
61,25,print,['から'],0
62,25,ruby,"['分離', 'ぶんり']",1
63,25,print,['したシーラの'],0
64,25,ruby,"['心', 'こころ']",1
65,25,print,['……。\\nいや、シーラの'],0
66,25,ruby,"['魂', 'たましい']",1
67,25,print,['と'],0
68,25,ruby,"['呼', 'よ']",1
69,25,print,"['ぶべきか。', 'VO_CHR_MAINSTORY_24_03_0002']",1
70,26,c_face,"['M', 'Q', 'm00109', '4']",1
71,27,c_bound_b,['m00109'],1
72,28,play_sound,['VO_CHR_MAINSTORY_24_03_0003'],1
73,29,print,"['cn0101', '（シーラが']",0
74,29,ruby,"['一緒', 'いっしょ']",1
75,29,print,"['cn0101', 'に']",0
76,29,ruby,"['来', 'き']",1
77,29,print,"['cn0101', 'たがったのは、\\n\u3000ここに']",0
78,29,ruby,"['自分', 'じぶん']",1
79,29,print,"['cn0101', 'の']",0
80,29,ruby,"['魂', 'たましい']",1
81,29,print,"['cn0101', 'があったからか）', 'VO_CHR_MAINSTORY_24_03_0003']",1
82,30,c_face,"['M', 'Q', 'm00109', '15']",1
83,31,play_sound,['VO_CHR_MAINSTORY_24_03_0004'],1
84,32,print,"['cn0101', '（でも、この']",0
85,32,ruby,"['魂', 'たましい']",1
86,32,print,"['cn0101', '、なんだかずっと\\n\u3000']",0
87,32,ruby,"['苦', 'くる']",1
88,32,print,"['cn0101', 'しそうだ。']",0
89,32,ruby,"['何', 'なに']",1
90,32,print,"['cn0101', 'かを']",0
91,32,ruby,"['悔', 'く']",1
92,32,print,"['cn0101', 'いている\\n\u3000みたいに']",0
93,32,ruby,"['呻', 'うめ']",1
94,32,print,"['cn0101', 'いて……）', 'VO_CHR_MAINSTORY_24_03_0004']",1
95,33,c_face,"['M', 'Q', 'm00109', '9']",1
96,34,c_swing_h_slow,['m00109'],1
97,35,play_sound,['VO_CHR_MAINSTORY_24_03_0005'],1
98,36,print,"['cn0101', '（それにここはひと']",0
99,36,ruby,"['際', 'きわ']",1
100,36,print,['cn0101'],0
101,36,ruby,"['黒', 'くろ']",1
102,36,print,['いマナが\\n\u3000'],0
103,36,ruby,"['濃', 'こ']",1
104,36,print,['い。シーラの'],0
105,36,ruby,"['魂', 'たましい']",1
106,36,print,['が'],0
107,36,ruby,"['黒', 'くろ']",1
108,36,print,['いマナを\\n\u3000'],0
109,36,ruby,"['呼', 'よ']",1
110,36,print,['び'],0
111,36,ruby,"['寄', 'よ']",1
112,36,print,"['せているのか？）', 'VO_CHR_MAINSTORY_24_03_0005']",1
113,37,c_face,"['M', 'M', 'm00109', '4']",1
114,38,play_sound,['VO_CHR_MAINSTORY_24_03_0006'],1
115,39,print,"['cn0101', 'シーラ。きみに']",0
116,39,ruby,"['何', 'なに']",1
117,39,print,"['cn0101', 'があったんだ？\\nどうしてきみはこんな']",0
118,39,ruby,"['場所', 'ばしょ']",1
119,39,print,"['cn0101', 'で、\\nひとりきりで……。', 'VO_CHR_MAINSTORY_24_03_0006']",1
120,40,CHARA_FADEOUT_DEF,['m00109'],1
121,43,set_BG_effect_opacity,"['EFF_SCE_2D_CMN_071', '1', '0.2']",1
122,44,play_sound,['VO_CHR_MAINSTORY_24_03_0007'],1
123,45,print,['シーラの魂'],0
124,45,ruby,"['私', 'わたし']",1
125,45,print,"['は……。', 'VO_CHR_MAINSTORY_24_03_0007']",1
126,46,WFOUT_DEF,[],1
127,48,WHITE_OUT_DEF,[],1
128,49,play_sound,['SE_STORY_COMMON_0125'],1
129,50,CHARA_SET_0,"['M', 'M', 'C', 'm04401', '1']",1
130,51,wait,['0.01'],1
131,52,set_render_target,['m04401'],1
132,53,set_BG_effect,"['1', '1', '1', 'EFF_SCE_2D_REN_010']",1
133,54,set_BG_effect_opacity,"['EFF_SCE_2D_REN_010', '0']",1
134,55,set_BG_effect_trigger,"['0', '0', '0', '25']",1
135,56,set_BG_effect_opacity,"['EFF_SCE_2D_REN_010', '0.3', '0.5']",1
136,57,WHITE_IN_DEF,[],1
137,58,wait,['1'],1
138,59,set_BG_effect,"['1', '1', '0', '0', '0']",1
139,61,CHARA_SET,"['M', 'M', 'C', 'm00109', '4']",1
