,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['圧倒的', 'あっとうてき']",1
3,5,outline,['な'],0
4,5,ruby,"['力', 'ちから']",1
5,5,outline,['で'],0
6,5,ruby,"['緋竜', 'ひりゅう']",1
7,5,outline,['を'],0
8,5,ruby,"['痛', 'いた']",1
9,5,outline,['めつけるアローラス。\\n'],0
10,5,ruby,"['緋竜', 'ひりゅう']",1
11,5,outline,['の'],0
12,5,ruby,"['悲痛', 'ひつう']",1
13,5,outline,['な'],0
14,5,ruby,"['叫', 'さけ']",1
15,5,outline,['びは、ゼシア'],0
16,5,ruby,"['救出', 'きゅうしゅつ']",1
17,5,outline,['を'],0
18,5,ruby,"['目指', 'めざ']",1
19,5,outline,['す\\n'],0
20,5,ruby,"['王子', 'おうじ']",1
21,5,outline,['たちの'],0
22,5,ruby,"['耳', 'みみ']",1
23,5,outline,['にも'],0
24,5,ruby,"['届', 'とど']",1
25,5,outline,['く。'],0
26,5,ruby,"['声', 'こえ']",1
27,5,outline,['のする'],0
28,5,ruby,"['方向', 'ほうこう']",1
29,5,outline,['へと、\\n'],0
30,5,ruby,"['一行', 'いっこう']",1
31,5,outline,['は'],0
32,5,ruby,"['急', 'いそ']",1
33,5,outline,['ぐのだった。'],1
34,9,BLACK_OUT_DEF_STOP,[],1
35,10,set_BG,['sty_bg_0023_100'],1
36,11,play_sound,['BGM_IN_STORY_0008_03'],1
37,12,BLACK_SCREEN,[],1
38,13,BLACK_IN_DEF,[],1
39,15,telop,"['アドラ火山', '溶岩洞窟\u3000深部', '\u3000\u3000\u3000\u3000\u3000\u3000かざん', 'ようがんどうくつ \u3000\u3000 しんぶ ']",1
40,16,SCREEN_COLOR_DEF,[],1
41,18,CHARA_SET,"['M', 'M', 'C', 'd2102', '4']",1
42,19,window_fadein,"['0', 'true']",1
43,20,play_sound,['VO_CHR_MAINSTORY_03_02_0001'],1
44,21,print,['緋竜'],0
45,21,SHOUT_COM,[],1
46,21,print,['グルアアアッ！'],0
47,21,SHOUT_STOP,[],1
48,21,print,"[' ', 'VO_CHR_MAINSTORY_03_02_0001']",1
49,22,NO_EFFECT,[],1
50,23,CHARA_FADEOUT_DEF,['d2102'],1
51,25,CHARA_SET,"['M', 'M', 'C', 'c0112', '8']",1
