,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,ruby,"['過日', 'かじつ']",1
3,5,outline,['の'],0
4,5,ruby,"['王都', 'おうと']",1
5,5,outline,['で、ヴァルクスはシャンゼリアに\\n'],0
6,5,ruby,"['向', 'む']",1
7,5,outline,['かう'],0
8,5,ruby,"['直前', 'ちょくぜん']",1
9,5,outline,['のリーフを'],0
10,5,ruby,"['訪', 'たず']",1
11,5,outline,['ねる。'],0
12,5,ruby,"['王都', 'おうと']",1
13,5,outline,['を'],0
14,5,ruby,"['脱出', 'だっしゅつ']",1
15,5,outline,['し\\n'],0
16,5,ruby,"['王子', 'おうじ']",1
17,5,outline,['たちに'],0
18,5,ruby,"['合流', 'ごうりゅう']",1
19,5,outline,['するリーフの'],0
20,5,ruby,"['思惑', 'おもわく']",1
21,5,outline,['を'],0
22,5,ruby,"['見抜', 'みぬ']",1
23,5,outline,['いた\\nヴァルクスだが、'],0
24,5,ruby,"['対話', 'たいわ']",1
25,5,outline,['を'],0
26,5,ruby,"['通', 'つう']",1
27,5,outline,['じてリーフの\\n'],0
28,5,ruby,"['強', 'つよ']",1
29,5,outline,['い'],0
30,5,ruby,"['覚悟', 'かくご']",1
31,5,outline,['を'],0
32,5,ruby,"['感', 'かん']",1
33,5,outline,['じ'],0
34,5,ruby,"['取', 'と']",1
35,5,outline,['り、'],0
36,5,ruby,"['捕', 'と']",1
37,5,outline,['らえずに'],0
38,5,ruby,"['見逃', 'みのが']",1
39,5,outline,['す。'],1
40,9,BLACK_OUT_DEF_STOP,[],1
41,10,set_BG,['sty_bg_0005_101'],1
42,11,window_type,['MONOLOGUE'],1
43,17,print,"['SYS', '{player_name}たちが\\nレーヴ']",0
44,17,ruby,"['湖', 'こ']",1
45,17,print,"['SYS', 'にいる']",0
46,17,ruby,"['頃', 'ころ']",1
47,17,print,"['SYS', '、']",0
48,17,ruby,"['王都', 'おうと']",1
49,17,print,"['SYS', 'にて――']",1
50,18,window_type,['NORMAL'],1
51,19,play_sound,['SE_STORY_COMMON_0195'],1
52,20,set_volume,"['0.5', '0', 'SE_STORY_COMMON_0195']",1
53,21,BLACK_IN_DEF,[],1
54,23,play_sound,['SE_STORY_COMMON_0425'],1
55,24,play_sound,['SE_STORY_COMMON_0384'],1
56,25,wait,['0.5'],1
