,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['ボロボロになった'],0
3,5,ruby,"['緋竜', 'ひりゅう']",1
4,5,outline,['を、さらに'],0
5,5,ruby,"['攻', 'せ']",1
6,5,outline,['めたてる\\n'],0
7,5,ruby,"['皇帝', 'こうてい']",1
8,5,outline,['アローラス。とどめを'],0
9,5,ruby,"['刺', 'さ']",1
10,5,outline,['そうとした\\nその'],0
11,5,ruby,"['時', 'とき']",1
12,5,outline,['、'],0
13,5,ruby,"['王子', 'おうじ']",1
14,5,outline,['が'],0
15,5,ruby,"['現', 'あらわ']",1
16,5,outline,['れ、アローラスの'],0
17,5,ruby,"['前', 'まえ']",1
18,5,outline,['に\\n'],0
19,5,ruby,"['立', 'た']",1
20,5,outline,['ちふさがる。'],1
21,9,BLACK_OUT_DEF_STOP,[],1
22,10,set_BG,['sty_bg_0023_100'],1
23,11,window_type,['NORMAL'],1
24,12,play_sound,['BGM_IN_STORY_0002_01'],1
25,13,BLACK_SCREEN,[],1
26,14,BLACK_IN_DEF,[],1
27,16,telop,"['アドラ火山', '溶岩洞窟\u3000深部', '\u3000\u3000\u3000\u3000\u3000\u3000かざん', 'ようがんどうくつ\u3000\u3000 しんぶ ']",1
28,17,SCREEN_COLOR_DEF,[],1
29,19,CHARA_BEAT_DARK2_BEFORE,"['M', 'M', 'd2102', '1']",1
30,20,chara_face,"['d2102', '9']",1
31,21,window_fadein,"['0', 'true']",1
32,22,play_sound,['VO_CHR_INGAMESTORY_03_02_0001'],1
33,23,print,"['緋竜', 'ギャウッ！', 'VO_CHR_INGAMESTORY_03_02_0001']",1
34,24,StopEye_close,['d2102'],1
35,25,play_sound,['SE_136'],1
36,26,c_push_b,['d2102'],1
37,27,wait,['0.3'],1
38,28,effect_shake_bg,"['12', '0.1', '0.2', '1']",1
39,29,SEFOUT_DEF,[],1
40,30,wait,['0.5'],1
41,31,CHARA_FADEOUT_DEF,['d2102'],1
42,32,AURA_DARK,[],1
43,33,CHARA_SET,"['M', 'M', 'C', 'c0112', '4']",1
44,34,play_sound,['VO_CHR_INGAMESTORY_03_02_1001'],1
45,35,print,"['cn01125', '……つまらん。\\n']",0
46,35,ruby,"['緋竜', 'ひりゅう']",1
47,35,print,"['cn01125', 'といえどこの']",0
48,35,ruby,"['程度', 'ていど']",1
