,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['フィンローダは、'],0
3,5,ruby,"['王子', 'おうじ']",1
4,5,outline,['を'],0
5,5,ruby,"['監視', 'かんし']",1
6,5,outline,['する'],0
7,5,ruby,"['目的', 'もくてき']",1
8,5,outline,['のもと\\nナームの'],0
9,5,ruby,"['記憶', 'きおく']",1
10,5,outline,['や'],0
11,5,ruby,"['出会', 'であ']",1
12,5,outline,['いを'],0
13,5,ruby,"['自', 'みずか']",1
14,5,outline,['らが'],0
15,5,ruby,"['操作', 'そうさ']",1
16,5,outline,['していた\\nことを'],0
17,5,ruby,"['告白', 'こくはく']",1
18,5,outline,['する。さらに'],0
19,5,ruby,"['王子', 'おうじ']",1
20,5,outline,['が'],0
21,5,ruby,"['魔神', 'まじん']",1
22,5,outline,['の'],0
23,5,ruby,"['肉片', 'にくへん']",1
24,5,outline,['を\\n'],0
25,5,ruby,"['使', 'つか']",1
26,5,outline,['い、'],0
27,5,ruby,"['妖精', 'ようせい']",1
28,5,outline,['の'],0
29,5,ruby,"['秘術', 'ひじゅつ']",1
30,5,outline,['によって'],0
31,5,ruby,"['生', 'う']",1
32,5,outline,['み'],0
33,5,ruby,"['出', 'だ']",1
34,5,outline,['された\\n'],0
35,5,ruby,"['存在', 'そんざい']",1
36,5,outline,['だと'],0
37,5,ruby,"['告', 'つ']",1
38,5,outline,['げ、'],0
39,5,ruby,"['一同', 'いちどう']",1
40,5,outline,['は'],0
41,5,ruby,"['言葉', 'ことば']",1
42,5,outline,['を'],0
43,5,ruby,"['失', 'うしな']",1
44,5,outline,['う。'],1
45,9,BLACK_OUT_DEF_STOP,[],1
46,10,set_BG,['sty_bg_0137_100'],1
47,11,window_type,['NORMAL'],1
48,13,BLACK_IN_DEF,[],1
49,20,CHARA_SET,"['M', 'M', 'C', 'c0146', '4']",1
50,21,window_fadein,"['0', 'true']",1
51,22,play_sound,['VO_CHR_MAINSTORY_19_06_0001'],1
52,23,print,"['cn0146', 'お']",0
53,23,ruby,"['前', 'まえ']",1
54,23,print,"['cn0146', 'は……。\\n']",0
55,23,ruby,"['本来', 'ほんらい']",1
56,23,print,"['cn0146', '、']",0
57,23,ruby,"['南', 'みなみ']",1
58,23,print,"['cn0146', 'グラスティアではなく\\nこの']",0
