,row,command,args,end
0,5,OL_LEFT,[],1
1,5,OL_TITLE,['この話のあらすじ'],1
2,5,outline,['ゼノスによって'],0
3,5,ruby,"['世界', 'せかい']",1
4,5,outline,['のすべては'],0
5,5,ruby,"['消滅', 'しょうめつ']",1
6,5,outline,['したかに\\n'],0
7,5,ruby,"['思', 'おも']",1
8,5,outline,['われた。だが、'],0
9,5,ruby,"['辛', 'かろ']",1
10,5,outline,['うじて'],0
11,5,ruby,"['巫女', 'みこ']",1
12,5,outline,['たちの'],0
13,5,ruby,"['力', 'ちから']",1
14,5,outline,['に\\nより'],0
15,5,ruby,"['聖城', 'せいじょう']",1
16,5,outline,['だけは'],0
17,5,ruby,"['守', 'まも']",1
18,5,outline,['ることができた。'],0
19,5,ruby,"['圧倒的', 'あっとうてき']",1
20,5,outline,['に\\n'],0
21,5,ruby,"['不利', 'ふり']",1
22,5,outline,['な'],0
23,5,ruby,"['状況', 'じょうきょう']",1
24,5,outline,['だが'],0
25,5,ruby,"['王子', 'おうじ']",1
26,5,outline,['は'],0
27,5,ruby,"['希望', 'きぼう']",1
28,5,outline,['を'],0
29,5,ruby,"['捨', 'す']",1
30,5,outline,['てず、'],0
31,5,ruby,"['仲間', 'なかま']",1
32,5,outline,['と\\n'],0
33,5,ruby,"['共', 'とも']",1
34,5,outline,['にゼノスの'],0
35,5,ruby,"['要塞', 'ようさい']",1
36,5,outline,['への'],0
37,5,ruby,"['突入', 'とつにゅう']",1
38,5,outline,['を'],0
39,5,ruby,"['決意', 'けつい']",1
40,5,outline,['する。'],1
41,9,BLACK_OUT_DEF_STOP,[],1
42,10,set_BG,['sty_bg_0029_400'],1
43,11,window_type,['NORMAL'],1
44,12,play_sound,['BGM_IN_STORY_0014_01'],1
45,13,BLACK_IN_DEF,[],1
46,20,CHARA_SET,"['M', 'M', 'C', 'm05301', '4']",1
47,21,window_fadein,"['0', 'true']",1
48,22,play_sound,['VO_CHR_MAINSTORY_26_01_0001'],1
49,23,print,['ゼノス'],0
50,23,ruby,"['今', 'いま']",1
51,23,print,['こそ、すべての'],0
52,23,ruby,"['世界', 'せかい']",1
53,23,print,['は'],0
54,23,ruby,"['失', 'うしな']",1
55,23,print,['われ、\\nひとつになる'],0
56,23,ruby,"['時', 'とき']",1
57,23,print,"['――。', 'VO_CHR_MAINSTORY_26_01_0001']",1
