,row,command,args,end
0,2,OL_LEFT,[],1
1,2,OL_TITLE,['この話のあらすじ'],1
2,2,ruby,"['封印遺跡', 'ふういんいせき']",1
3,2,outline,['で'],0
4,2,ruby,"['消失', 'しょうしつ']",1
5,2,outline,['したもうひとりのゼシア。\\n'],0
6,2,ruby,"['路', 'みち']",1
7,2,outline,['は'],0
8,2,ruby,"['封', 'ふう']",1
9,2,outline,['じられたままだが、いつか'],0
10,2,ruby,"['王子', 'おうじ']",1
11,2,outline,['\\nたちがいる'],0
12,2,ruby,"['世界', 'せかい']",1
13,2,outline,['に'],0
14,2,ruby,"['戻', 'もど']",1
15,2,outline,['れると'],0
16,2,ruby,"['信', 'しん']",1
17,2,outline,['じ、'],0
18,2,ruby,"['暁', 'あかつき']",1
19,2,outline,['の'],0
20,2,ruby,"['聖片', 'せいへん']",1
21,2,outline,['に\\n'],0
22,2,ruby,"['祈', 'いの']",1
23,2,outline,['りながら、'],0
24,2,ruby,"['思念', 'しねん']",1
25,2,outline,['を'],0
26,2,ruby,"['送', 'おく']",1
27,2,outline,['り'],0
28,2,ruby,"['続', 'つづ']",1
29,2,outline,['ける。その'],0
30,2,ruby,"['行', 'ゆ']",1
31,2,outline,['き'],0
32,2,ruby,"['先', 'さき']",1
33,2,outline,['\\nに、'],0
34,2,ruby,"['自', 'みずか']",1
35,2,outline,['らの'],0
36,2,ruby,"['兄', 'あに']",1
37,2,outline,['を'],0
38,2,ruby,"['救', 'すく']",1
39,2,outline,['う'],0
40,2,ruby,"['鍵', 'かぎ']",1
41,2,outline,['があると'],0
42,2,ruby,"['信', 'しん']",1
43,2,outline,['じて――。'],1
44,4,BLACK_OUT_DEF_STOP,[],1
45,5,set_BG,['0'],1
46,6,window_type,['NORMAL'],1
47,7,BLACK_IN_DEF,[],1
48,10,play_sound,['BGM_IN_STORY_0009_07'],1
49,11,window_fadein,"['0', 'true']",1
50,12,print,['？？？#cn0109'],0
51,12,ruby,"['負', 'ま']",1
52,12,print,['けるわけにはいかない。'],1
53,13,print,['？？？#cn0109'],0
54,13,ruby,"['諦', 'あきら']",1
55,13,print,['めるわけにはいかない。'],1
56,16,BLACK_OUT_VERYSHORT,[],1
57,17,SEPIA_SCREEN,[],1
58,18,set_BG,['sty_bg_0083_100'],1
59,19,BLACK_IN_VERYSHORT,[],1
60,21,print,['？？？#cn0109'],0
61,21,ruby,"['壊', 'こわ']",1
62,21,print,['れた'],0
63,21,ruby,"['世界', 'せかい']",1
64,21,print,['を'],0
65,21,ruby,"['元', 'もと']",1
66,21,print,['に'],0
67,21,ruby,"['戻', 'もど']",1
68,21,print,['せるのは、'],1
69,24,BLACK_OUT_VERYSHORT,[],1
70,25,CHARA_SET,"['M', 'M', 'C', 'mainstory_010005_2', '1']",1
71,26,BLACK_IN_VERYSHORT,[],1
72,29,print,"['？？？#cn0109', 'みんなの']",0
73,29,ruby,"['想', 'おも']",1
74,29,print,"['？？？#cn0109', 'いを']",0
75,29,ruby,"['繋', 'つな']",1
76,29,print,"['？？？#cn0109', 'げられるのは、']",1
77,33,BLACK_OUT_VERYSHORT,[],1
78,34,set_BG,['0'],1
79,35,CHARA_RESET,['mainstory_010005_2'],1
80,36,CHARA_SET_0,"['M', 'M', 'C', 'mainstory_005008', '1']",1
81,37,CHARA_UNCOLOR,['mainstory_005008'],1
82,38,mnu,"['mainstory_005008', 'true', '0.01', '100', '-150', '1', '0.01', '1.5', '1.5', '1', '0.01', '20', '1', '0.01', '0', '1']",1
